id,first_name,last_name,gender,drop_out,grade,age,class,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
993,Charles,Thomas,male,TRUE,2,18,Software Engineer,85,99,86,69,68,98,62
994,Oscar,Gonzalez,male,FALSE,1,47,Doctor,94,90,95,85,98,91,96
995,Sarah,Miller,female,FALSE,2,4,Game Developer,81,71,83,63,80,79,83
996,Eric,Davis,male,TRUE,1,32,Software Engineer,97,87,95,67,98,93,89
997,Patrick,Martin,male,FALSE,3,20,Accountant,100,79,72,98,87,76,76
998,Susan,Schmidt,female,TRUE,6,3,Business Owner,54,64,72,80,98,83,85
999,Brett,Bell,male,TRUE,5,19,Software Engineer,97,87,70,74,73,74,81
1000,Dennis,Summers,male,FALSE,1,5,Real Estate Developer,65,83,67,84,89,65,73
1001,Brandon,Smith,male,FALSE,10,0,Business Owner,53,51,57,72,77,78,79
1002,Nicole,Williams,female,FALSE,10,9,Real Estate Developer,82,74,80,88,92,96,95
1003,Rachel,Frye,female,FALSE,10,4,Business Owner,93,90,79,54,53,99,79
1004,Tyler,Cabrera,male,FALSE,3,22,Software Engineer,93,90,73,94,81,84,74
1005,Maureen,Jones,female,FALSE,9,3,Business Owner,91,95,88,89,58,81,69
1006,Pamela,Green,female,FALSE,3,33,Scientist,99,91,85,100,84,77,98
1007,Jeffery,Mcdonald,male,FALSE,0,13,Construction Engineer,87,63,81,85,62,98,81
1008,Austin,Matthews,male,FALSE,0,19,Data Science,83,79,91,62,63,76,93
1009,Jacqueline,Allen,female,FALSE,2,10,Real Estate Developer,59,73,90,74,95,77,81
1010,Joanna,Dominguez,female,TRUE,2,29,Data Science,74,68,71,60,97,64,63
1011,Brian,Griffin,male,FALSE,3,31,Lawyer,81,98,71,92,74,93,63
1012,Dean,Lee,male,FALSE,3,3,Game Developer,80,92,85,81,94,75,72
1013,Denise,Rodriguez,female,FALSE,0,29,Banker,89,66,72,77,79,95,92
1014,Brendan,Rivera,male,TRUE,3,34,Data Science,65,78,82,65,100,92,64
1015,Jackson,Smith,male,TRUE,10,4,Business Owner,94,61,60,77,75,93,60
1016,Craig,Weber,male,FALSE,3,34,Designer,93,70,80,67,77,80,91
1017,Joseph,Carpenter,male,FALSE,2,30,Software Engineer,90,69,91,84,65,86,93
1018,Sarah,Tucker,female,FALSE,3,18,Data Science,67,60,87,73,92,82,70
1019,Steven,Hernandez,male,FALSE,3,32,Accountant,81,91,73,72,49,81,72
1020,Robert,Foley,male,FALSE,1,31,Software Engineer,95,71,88,96,82,65,80
1021,Michael,Carr,male,FALSE,10,0,Business Owner,67,50,93,86,66,73,85
1022,Walter,Herrera,male,FALSE,7,3,Game Developer,83,69,99,88,87,81,68
1023,Sarah,Mckinney,female,FALSE,3,5,Artist,87,96,67,64,67,81,90
1024,Jacob,Nguyen,male,FALSE,3,24,Construction Engineer,82,71,84,68,74,64,73
1025,Mary,Garza,female,FALSE,4,27,Accountant,97,87,65,90,66,84,75
1026,Jesse,Hawkins,male,FALSE,1,21,Software Engineer,88,67,77,89,97,70,71
1027,Jordan,Boyd,female,FALSE,4,32,Banker,91,94,81,61,61,82,73
1028,Latoya,Mullins,female,TRUE,7,5,Business Owner,77,60,83,65,81,80,88
1029,Jill,Armstrong,female,FALSE,7,7,Data Science,94,65,96,77,83,75,98
1030,Aaron,Peterson,male,TRUE,8,1,Business Owner,100,82,91,82,70,51,77
1031,April,Greene,female,FALSE,3,22,Banker,96,75,79,72,69,94,64
1032,Theodore,Gomez,male,FALSE,5,15,Accountant,75,64,76,65,44,80,91
1033,John,Gardner,male,FALSE,1,12,Government Officer,94,84,85,63,67,89,66
1034,Joseph,Petersen,male,FALSE,3,21,Data Science,89,100,89,65,91,83,61
1035,Matthew,Potter,male,TRUE,5,24,Stock Investor,100,80,74,87,77,95,92
1036,Linda,Munoz,female,FALSE,7,18,Accountant,94,97,61,67,77,88,70
1037,Samantha,Stewart,female,FALSE,6,4,Government Officer,78,78,100,87,98,80,98
1038,Michael,Reyes,male,TRUE,6,5,Business Owner,65,71,88,57,75,62,62
1039,Sarah,Murphy,female,TRUE,7,32,Writer,68,81,72,76,93,94,97
1040,Derrick,Melton,male,FALSE,8,0,Artist,93,78,98,76,86,89,92
1041,Donna,Horne,female,FALSE,2,34,Scientist,100,64,95,83,83,94,83
1042,Natasha,Butler,female,FALSE,5,28,Lawyer,85,99,64,78,63,95,91
1043,David,Vasquez,male,TRUE,1,30,Doctor,80,93,82,89,94,95,70
1044,Christopher,Lester,male,FALSE,8,31,Lawyer,97,80,60,98,86,83,75
1045,Martin,Franco,male,FALSE,3,33,Software Engineer,85,90,100,84,95,77,62
1046,Katherine,Donaldson,female,FALSE,2,28,Banker,87,76,87,98,61,92,81
1047,Harold,Daniels,male,FALSE,2,31,Banker,79,70,82,63,90,89,96
1048,Michael,Anderson,male,TRUE,3,7,Government Officer,87,86,73,88,98,71,85
1049,Nichole,Harrington,female,FALSE,6,28,Lawyer,72,88,62,60,97,86,64
1050,Wendy,Clark,female,FALSE,4,44,Doctor,89,99,93,99,87,89,98
1051,Chelsea,Taylor,female,TRUE,0,13,Data Science,62,88,87,90,84,88,95
1052,Jeffrey,Knight,male,FALSE,2,15,Banker,93,84,86,82,62,87,84
1053,Katelyn,Watkins,female,FALSE,3,16,Accountant,75,97,97,83,74,74,74
1054,Anne,Johnston,female,FALSE,1,18,Banker,75,66,61,69,68,96,63
1055,Rebecca,Carpenter,female,FALSE,1,28,Data Science,88,93,92,70,90,94,85
1056,Ashley,Baker,female,FALSE,5,29,Lawyer,86,95,95,72,72,80,65
1057,Lacey,Norris,female,FALSE,8,30,Lawyer,86,98,97,75,83,95,80
1058,Angela,Moore,female,FALSE,1,32,Software Engineer,99,95,88,68,91,62,75
1059,Maria,Obrien,female,FALSE,0,19,Software Engineer,95,85,76,96,68,74,93
1060,Rebecca,Larsen,female,FALSE,2,18,Software Engineer,92,72,61,93,86,97,79
1061,Amanda,Rodriguez,female,FALSE,5,23,Doctor,88,91,96,99,85,62,86
1062,Patrick,Clark,male,FALSE,7,16,Banker,92,60,76,61,94,93,94
1063,Janet,Morrison,female,TRUE,8,1,Business Owner,70,70,75,83,60,86,62
1064,James,Acosta,male,TRUE,1,35,Scientist,85,90,98,92,89,88,95
1065,Richard,Burke,male,FALSE,3,32,Data Science,79,78,69,80,72,71,88
1066,Donald,Contreras,male,FALSE,0,31,Data Science,60,88,75,94,87,82,79
1067,Kenneth,Mendez,male,FALSE,10,0,Business Owner,63,86,89,87,67,73,80
1068,Kenneth,Sparks,male,FALSE,3,24,Banker,99,77,82,60,88,91,93
1069,Natasha,Morales,female,FALSE,4,13,Accountant,93,61,71,82,43,94,88
1070,David,Mendoza,male,FALSE,1,4,Data Science,63,72,92,82,84,82,60
1071,Melissa,Wright,female,FALSE,1,1,Business Owner,81,86,84,78,63,86,73
1072,Cindy,Hamilton,female,FALSE,5,27,Data Science,60,61,66,82,100,76,79
1073,Nancy,Walker,female,TRUE,7,4,Business Owner,68,50,68,53,58,87,74
1074,Matthew,Peterson,male,FALSE,7,8,Stock Investor,89,97,65,75,61,60,60
1075,Grant,Mason,male,FALSE,1,35,Scientist,86,87,89,91,90,85,92
1076,David,Mays,male,FALSE,2,7,Real Estate Developer,71,96,83,76,60,87,74
1077,Sheryl,Parker,female,FALSE,9,4,Business Owner,72,69,58,79,70,50,98
1078,Ross,Sanchez,male,FALSE,2,25,Data Science,74,67,90,69,83,89,68
1079,Robert,Barnett,male,FALSE,2,28,Software Engineer,99,84,75,81,91,87,63
1080,Dean,Sims,male,FALSE,4,19,Stock Investor,99,78,74,95,72,65,91
1081,Jaime,Morrison,male,FALSE,2,16,Software Engineer,88,71,82,98,91,73,74
1082,Regina,Hernandez,female,FALSE,3,6,Data Science,65,72,77,89,74,76,61
1083,Margaret,Smith,female,TRUE,5,4,Business Owner,90,99,87,81,90,80,92
1084,Kyle,Garcia,male,FALSE,9,34,Lawyer,91,88,79,60,82,96,83
1085,Trevor,Stark,male,TRUE,3,31,Lawyer,86,92,66,66,100,99,91
1086,Nathaniel,Adams,male,FALSE,2,27,Software Engineer,86,84,98,67,76,75,65
1087,Gabriela,Martinez,female,FALSE,4,22,Software Engineer,92,91,85,94,69,80,71
1088,Debra,Walter,female,FALSE,3,25,Banker,90,97,64,64,61,81,93
1089,Kimberly,Herrera,female,FALSE,3,19,Accountant,98,69,61,62,82,87,64
1090,William,Fleming,male,FALSE,1,28,Lawyer,72,93,68,62,83,98,67
1091,Brandon,Foster,male,TRUE,3,34,Scientist,77,93,83,84,83,84,71
1092,John,Wilson,male,FALSE,10,5,Business Owner,75,52,84,70,81,99,85
1093,George,Kerr,male,TRUE,1,34,Lawyer,94,82,83,76,83,93,94
1094,Kenneth,Gilbert,male,FALSE,7,34,Banker,75,88,71,62,90,78,95
1095,Jodi,Price,female,FALSE,0,19,Software Engineer,91,91,66,97,62,89,82
1096,Jordan,Sheppard,male,FALSE,0,13,Accountant,75,64,100,63,98,71,73
1097,Tristan,Martinez,male,FALSE,3,18,Accountant,93,79,86,72,89,61,98
1098,Sharon,Chandler,female,FALSE,5,1,Game Developer,86,81,80,85,62,86,69
1099,Steven,Allen,male,FALSE,1,29,Data Science,92,61,96,79,97,89,78
1100,Douglas,Robertson,male,FALSE,5,34,Software Engineer,90,91,61,72,64,84,72
1101,Sabrina,Zavala,female,FALSE,1,31,Scientist,92,78,96,91,82,98,100
1102,Corey,Merritt,male,FALSE,2,14,Accountant,90,88,71,96,72,74,80
1103,Jennifer,Salas,female,FALSE,6,32,Lawyer,78,92,77,100,61,82,61
1104,John,Klein,male,FALSE,10,5,Business Owner,82,58,58,91,91,55,98
1105,Rachel,Grant,female,FALSE,5,33,Software Engineer,86,62,81,63,75,92,95
1106,Jose,Wood,male,FALSE,1,32,Scientist,83,63,93,94,93,90,78
1107,Michelle,Mcdonald,female,FALSE,0,11,Teacher,69,85,70,79,68,81,89
1108,Thomas,George,male,FALSE,0,12,Banker,83,81,96,96,62,82,77
1109,Charles,Torres,male,FALSE,2,24,Banker,84,63,98,70,92,78,93
1110,Jonathan,Finley,male,FALSE,2,29,Banker,89,71,77,88,66,80,87
1111,Diana,Long,female,FALSE,0,33,Accountant,77,99,73,83,71,82,80
1112,Jonathan,Johnson,male,FALSE,0,13,Construction Engineer,94,88,98,64,99,98,96
1113,Nicole,Robinson,female,FALSE,3,10,Teacher,93,64,81,74,96,94,98
1114,Rebecca,Mckinney,female,FALSE,3,38,Doctor,92,88,90,94,88,92,96
1115,Daniel,Guerrero,male,FALSE,2,5,Real Estate Developer,73,87,92,99,84,91,71
1116,Jillian,Dominguez,female,FALSE,3,35,Data Science,90,87,100,98,91,98,96
1117,Samantha,Phillips,female,TRUE,10,1,Business Owner,87,58,85,82,100,87,91
1118,Dylan,Rogers,male,FALSE,2,21,Software Engineer,88,74,99,72,63,87,79
1119,Brittany,Spencer,female,FALSE,6,5,Data Science,88,99,71,85,82,94,90
1120,Melissa,Terry,female,TRUE,1,15,Banker,96,87,64,88,64,92,77
1121,Robin,Perez,female,FALSE,3,28,Doctor,89,96,85,91,100,91,91
1122,Veronica,Hopkins,female,FALSE,1,5,Real Estate Developer,58,77,69,83,94,70,97
1123,Daniel,Lewis,male,FALSE,2,35,Doctor,95,98,97,94,88,99,96
1124,Mallory,Collins,female,FALSE,8,28,Banker,76,69,86,72,71,79,63
1125,Stephen,Sosa,male,FALSE,2,16,Construction Engineer,87,89,91,76,77,97,61
1126,Andrew,Hunter,male,FALSE,2,29,Data Science,60,65,86,66,61,99,89
1127,David,Hartman,male,FALSE,10,3,Business Owner,70,61,83,52,81,97,69
1128,Paul,Taylor,male,FALSE,6,35,Construction Engineer,90,86,99,94,100,89,85
1129,Brittany,Simmons,female,FALSE,2,29,Data Science,75,96,61,73,60,77,81
1130,Emma,Jones,female,FALSE,3,14,Accountant,96,100,96,87,83,81,95
1131,Matthew,Aguilar,male,FALSE,2,11,Banker,88,98,81,61,62,96,60
1132,Brett,Myers,male,FALSE,2,1,Game Developer,99,60,87,94,71,93,93
1133,Lisa,Alexander,female,FALSE,4,14,Teacher,86,99,64,88,84,95,97
1134,Stephanie,Allen,female,FALSE,4,11,Designer,96,61,85,87,83,80,79
1135,Rebecca,Clark,female,FALSE,3,28,Lawyer,87,99,70,81,62,90,91
1136,Andrew,Sanders,male,FALSE,6,18,Software Engineer,89,90,96,97,87,84,63
1137,Julia,Day,female,FALSE,1,31,Writer,77,98,67,67,80,90,66
1138,Amber,Levy,female,TRUE,6,2,Business Owner,57,71,51,59,84,74,68
1139,Nicole,Daniel,female,FALSE,0,32,Accountant,88,93,91,92,53,65,88
1140,Sarah,Wells,female,FALSE,3,3,Real Estate Developer,56,75,78,82,98,99,81
1141,Laura,Stone,female,TRUE,1,33,Accountant,94,79,64,79,96,98,93
1142,Katherine,Glenn,female,FALSE,3,4,Business Owner,57,71,76,59,58,84,73
1143,Catherine,Mccall,female,TRUE,4,0,Business Owner,81,86,68,65,87,78,82
1144,Tammy,Andrews,female,FALSE,2,10,Stock Investor,96,83,64,84,98,79,99
1145,Kathryn,Powell,female,FALSE,8,11,Banker,97,66,76,80,81,82,64
1146,Michael,Lutz,male,FALSE,3,5,Game Developer,86,76,92,86,75,67,79
1147,Brian,Myers,male,FALSE,4,33,Doctor,94,74,95,82,100,63,97
1148,Maria,Adams,female,FALSE,2,29,Software Engineer,88,83,94,80,97,95,78
1149,Ronnie,Nguyen,male,FALSE,3,26,Data Science,84,74,74,67,72,99,65
1150,Daniel,Stephens,male,FALSE,1,25,Stock Investor,85,82,88,62,71,71,75
1151,Brandon,Oliver,male,FALSE,2,30,Data Science,78,89,95,71,68,71,69
1152,David,Vazquez,male,FALSE,2,13,Data Science,86,66,77,74,84,72,95
1153,Desiree,Moore,female,FALSE,1,25,Software Engineer,99,98,80,83,89,68,61
1154,Jessica,Turner,female,FALSE,0,15,Teacher,67,64,99,84,100,81,78
1155,Scott,Bishop,male,FALSE,6,10,Banker,84,94,60,83,97,75,97
1156,Cassandra,Flores,female,TRUE,3,0,Artist,72,62,96,95,97,71,83
1157,Miguel,Hernandez,male,TRUE,1,17,Designer,74,88,99,92,93,85,81
1158,Brittany,Welch,female,TRUE,5,4,Business Owner,74,74,83,52,70,87,95
1159,Robert,Ross,male,FALSE,3,32,Lawyer,91,92,64,69,82,94,61
1160,Jennifer,White,female,FALSE,5,34,Accountant,77,66,94,77,49,83,64
1161,Rebecca,Smith,female,FALSE,7,8,Government Officer,87,90,91,60,95,67,62
1162,Jessica,Ferrell,female,FALSE,1,3,Data Science,60,70,61,63,61,71,73
1163,Jeremy,Montgomery,male,FALSE,1,3,Business Owner,92,84,86,80,73,97,88
1164,Angel,Gilbert,female,TRUE,9,4,Business Owner,71,89,63,50,63,64,69
1165,Rebecca,Roman,female,FALSE,1,2,Artist,62,100,91,75,99,76,78
1166,Frank,Lopez,male,FALSE,0,0,Real Estate Developer,100,85,81,91,75,64,83
1167,Thomas,Hernandez,male,FALSE,5,3,Game Developer,94,65,100,77,66,96,68
1168,Crystal,Miller,female,FALSE,4,4,Artist,98,80,66,94,86,72,86
1169,Nicholas,Wallace,male,FALSE,3,21,Construction Engineer,94,81,88,81,71,92,73
1170,Arthur,Brown,male,FALSE,3,4,Game Developer,92,69,93,67,79,84,69
1171,Corey,Monroe,male,FALSE,5,1,Business Owner,50,87,93,84,86,73,74
1172,Angel,Green,female,FALSE,7,49,Doctor,99,98,94,96,95,88,92
1173,Tina,Anderson,female,FALSE,3,12,Teacher,70,68,89,60,79,85,66
1174,Rebecca,Khan,female,FALSE,6,9,Government Officer,92,93,86,61,78,80,62
1175,Terry,Dean,male,TRUE,1,20,Banker,82,70,86,66,97,93,91
1176,Tyler,Martin,male,FALSE,7,16,Construction Engineer,83,73,82,62,92,68,76
1177,Derrick,Hartman,male,FALSE,1,13,Stock Investor,84,85,64,74,79,92,64
1178,Mark,Stevens,male,FALSE,0,30,Data Science,60,71,91,83,93,88,97
1179,Scott,Tate,male,FALSE,3,7,Data Science,67,60,99,60,82,81,63
1180,Melissa,Deleon,female,FALSE,3,38,Doctor,96,92,93,91,88,90,88
1181,Nicole,Newman,female,FALSE,4,7,Stock Investor,97,63,61,77,74,94,61
1182,Brent,Burton,male,FALSE,1,8,Data Science,89,62,79,60,93,77,73
1183,Victor,Bright,male,FALSE,0,8,Real Estate Developer,68,95,62,65,70,65,64
1184,Kenneth,Turner,male,FALSE,9,11,Construction Engineer,82,85,94,75,97,98,76
1185,Lisa,Bailey,female,FALSE,3,30,Software Engineer,85,78,99,81,60,83,75
1186,Nancy,Fowler,female,FALSE,3,11,Data Science,86,66,84,86,74,91,66
1187,Gabriel,Wilson,male,FALSE,2,35,Accountant,87,86,89,94,93,91,88
1188,Andrea,Barrett,female,FALSE,7,4,Business Owner,98,81,58,78,91,74,75
1189,Jessica,Williams,female,FALSE,9,6,Real Estate Developer,91,94,75,86,84,67,97
1190,Hector,Cox,male,FALSE,1,33,Doctor,100,90,89,91,86,75,72
1191,Michelle,Mendoza,female,FALSE,1,1,Real Estate Developer,50,60,70,75,100,62,100
1192,Adam,Wallace,male,FALSE,3,11,Designer,75,92,70,62,87,87,98
1193,Kelly,Harris,female,FALSE,7,21,Stock Investor,86,62,81,63,92,75,79
1194,Anthony,Clark,male,FALSE,3,24,Banker,80,66,67,72,78,99,67
1195,Randall,Wyatt,male,FALSE,7,4,Business Owner,56,66,92,74,79,80,68
1196,Ryan,Sutton,male,FALSE,1,1,Game Developer,91,72,85,78,92,82,85
1197,Rick,Garcia,male,FALSE,1,12,Construction Engineer,94,65,90,79,97,76,75
1198,Frank,Schmitt,male,FALSE,7,28,Construction Engineer,81,82,99,86,88,60,89
1199,Alan,Mcgrath,male,FALSE,2,20,Accountant,94,82,91,94,100,99,69
1200,Lauren,Gomez,female,FALSE,3,35,Doctor,99,89,93,87,86,90,96
1201,Katherine,Taylor,female,FALSE,0,33,Lawyer,88,83,62,88,100,83,84
1202,Ashley,York,female,FALSE,6,4,Real Estate Developer,79,74,68,82,65,73,89
1203,Charles,Rangel,male,TRUE,4,1,Business Owner,49,85,70,90,79,71,67
1204,Brooke,Burnett,female,FALSE,5,7,Government Officer,97,99,67,87,66,68,67
1205,Ronald,Lane,male,FALSE,3,27,Construction Engineer,96,70,82,71,99,90,65
1206,Emma,Andrews,female,FALSE,2,34,Stock Investor,89,71,75,65,74,93,90
1207,Nancy,Esparza,female,TRUE,2,17,Software Engineer,94,90,77,65,83,79,96
1208,Sean,Erickson,male,FALSE,1,18,Data Science,62,73,95,68,61,60,68
1209,Heather,Davis,female,FALSE,2,9,Real Estate Developer,68,94,92,77,79,88,74
1210,Kimberly,Bailey,female,FALSE,2,3,Real Estate Developer,58,66,99,98,69,65,78
1211,Tracy,Garcia,female,FALSE,5,28,Banker,92,77,75,84,74,82,78
1212,Brenda,Rhodes,female,FALSE,5,28,Stock Investor,90,78,86,83,98,71,84
1213,Sarah,Brooks,female,FALSE,2,26,Doctor,84,67,89,96,88,60,88
1214,Jennifer,Beck,female,TRUE,10,4,Business Owner,81,85,50,53,55,91,78
1215,Allison,Bond,female,FALSE,3,15,Teacher,87,89,94,82,81,98,88
1216,Jessica,Smith,female,FALSE,3,33,Data Science,88,75,83,74,76,72,61
1217,Carol,Nguyen,female,FALSE,3,31,Writer,76,83,100,96,65,98,97
1218,George,Francis,male,FALSE,5,7,Government Officer,60,66,65,90,61,96,74
1219,Michelle,Dixon,female,FALSE,1,26,Data Science,85,64,98,68,70,63,77
1220,Linda,George,female,FALSE,9,3,Business Owner,73,88,57,93,85,85,77
1221,Larry,Bruce,male,FALSE,5,31,Lawyer,99,81,80,89,75,83,93
1222,Charles,Myers,male,FALSE,4,1,Business Owner,95,57,77,81,83,57,70
1223,Matthew,Boyd,male,FALSE,4,30,Accountant,92,90,92,78,59,68,96
1224,Ronald,Brewer,male,FALSE,2,28,Lawyer,100,94,76,60,95,90,66
1225,Kimberly,Mcgee,female,TRUE,3,24,Doctor,89,67,98,94,89,60,95
1226,Jill,Anderson,female,FALSE,1,28,Banker,94,66,68,94,62,76,77
1227,David,Coffey,male,FALSE,6,6,Real Estate Developer,89,64,78,85,68,84,99
1228,Brittany,Henderson,female,TRUE,9,5,Business Owner,74,79,82,51,67,65,82
1229,Holly,Richardson,female,FALSE,2,12,Teacher,95,82,70,81,94,93,69
1230,Justin,Brooks,male,FALSE,7,3,Data Science,93,74,98,100,62,83,87
1231,Joan,Frederick,female,FALSE,4,26,Lawyer,94,91,98,94,88,97,94
1232,Loretta,Webb,female,FALSE,4,18,Accountant,85,80,84,96,45,84,90
1233,Toni,Zimmerman,female,FALSE,5,31,Accountant,94,98,74,94,35,95,80
1234,Jaime,Houston,female,FALSE,1,17,Teacher,95,88,85,66,70,72,97
1235,Jacqueline,Goodman,female,FALSE,2,23,Software Engineer,97,82,100,69,64,73,88
1236,Brian,Crawford,male,FALSE,0,17,Designer,100,83,67,77,88,76,84
1237,John,Reynolds,male,FALSE,4,29,Doctor,99,65,97,89,87,72,86
1238,Heather,Marsh,female,FALSE,0,13,Designer,97,67,79,76,76,66,97
1239,Dawn,Flores,female,TRUE,10,2,Business Owner,53,98,66,80,82,89,85
1240,Christie,Lane,female,FALSE,3,35,Data Science,99,85,98,91,86,97,85
1241,Traci,Johnson,female,FALSE,5,35,Designer,99,89,88,94,99,89,92
1242,Robert,Hartman,male,FALSE,3,28,Accountant,79,83,78,89,83,79,76
1243,Christopher,Porter,male,TRUE,6,2,Business Owner,94,95,75,73,51,89,77
1244,Phillip,Lynch,male,FALSE,6,28,Software Engineer,97,73,92,64,66,96,65
1245,Matthew,Green,male,FALSE,3,26,Accountant,87,70,65,64,30,72,68
1246,Jesse,Johnson,male,FALSE,7,26,Stock Investor,82,82,87,92,64,70,72
1247,Donna,Andrews,female,FALSE,1,22,Doctor,94,98,96,88,96,61,80
1248,Timothy,Hall,male,TRUE,1,26,Software Engineer,99,85,97,72,79,92,82
1249,Amy,Hicks,female,FALSE,1,16,Teacher,68,83,74,87,71,86,82
1250,Susan,Wall,female,FALSE,10,2,Business Owner,67,82,81,83,57,59,91
1251,David,Fields,male,FALSE,4,10,Banker,92,65,81,79,84,85,74
1252,Terri,Lyons,female,FALSE,3,21,Writer,69,77,82,93,92,90,71
1253,Eric,Jones,male,TRUE,1,30,Software Engineer,92,98,61,99,77,72,75
1254,Betty,Nguyen,female,FALSE,6,24,Accountant,90,64,90,75,64,96,71
1255,Albert,Anderson,male,TRUE,1,33,Stock Investor,91,92,73,97,61,63,71
1256,Katrina,Montgomery,female,FALSE,5,3,Artist,65,67,91,81,97,99,75
1257,Samantha,Cole,female,FALSE,2,34,Software Engineer,98,80,70,60,88,65,92
1258,Kathleen,Potts,female,FALSE,6,2,Business Owner,70,89,78,87,87,62,85
1259,Melissa,Edwards,female,FALSE,2,17,Software Engineer,97,97,90,69,75,68,70
1260,Mark,Delgado,male,FALSE,1,18,Accountant,80,71,89,81,75,81,63
1261,Derek,Bates,male,FALSE,2,16,Writer,70,75,79,77,65,92,78
1262,Ryan,Ruiz,male,FALSE,3,21,Doctor,96,79,92,85,95,69,65
1263,Charles,Gill,male,FALSE,1,24,Software Engineer,99,62,65,67,97,73,96
1264,Amanda,Edwards,female,FALSE,3,27,Data Science,76,72,97,65,87,93,84
1265,Emily,Waters,female,TRUE,4,24,Stock Investor,86,68,98,87,61,78,96
1266,John,Stevenson,male,FALSE,5,27,Construction Engineer,98,100,100,81,73,75,99
1267,Kevin,Hoffman,male,FALSE,3,14,Government Officer,88,74,88,92,83,71,89
1268,Joseph,Mcconnell,male,FALSE,8,30,Software Engineer,89,65,71,96,65,63,100
1269,Jessica,Smith,female,FALSE,1,24,Lawyer,88,100,89,87,76,89,85
1270,Shannon,Martinez,female,FALSE,4,0,Business Owner,78,73,89,86,69,84,97
1271,Kenneth,Baker,male,FALSE,3,35,Doctor,87,85,96,98,88,99,92
1272,Margaret,Sanchez,female,FALSE,2,21,Software Engineer,90,76,64,88,80,75,70
1273,Ryan,Hensley,male,TRUE,1,15,Accountant,88,67,90,89,49,85,63
1274,Sharon,Stephenson,female,FALSE,1,5,Game Developer,99,72,90,83,90,99,97
1275,Shawn,Cameron,male,TRUE,10,3,Business Owner,41,99,84,63,92,72,81
1276,Stephanie,Kennedy,female,FALSE,4,8,Government Officer,98,90,70,97,69,79,74
1277,Hayley,Abbott,female,FALSE,0,1,Game Developer,91,66,91,62,82,69,62
1278,Rachel,Jacobs,female,TRUE,9,5,Business Owner,68,72,92,51,96,88,81
1279,Danielle,Tran,female,TRUE,1,26,Banker,79,100,79,60,100,84,93
1280,Autumn,Barrett,female,FALSE,2,24,Banker,77,66,61,98,90,95,73
1281,Jennifer,Landry,female,FALSE,5,24,Banker,89,100,90,81,86,80,92
1282,Sean,Rodriguez,male,TRUE,0,9,Real Estate Developer,94,69,80,66,62,61,88
1283,Ryan,Long,male,FALSE,2,3,Artist,80,85,85,60,77,90,81
1284,Robert,Hancock,male,FALSE,2,1,Artist,79,88,97,94,89,82,97
1285,Stephanie,Rodriguez,female,FALSE,2,15,Banker,92,65,88,78,67,95,96
1286,Kristen,Evans,female,FALSE,5,32,Banker,85,62,92,89,92,75,78
1287,Jaime,White,female,FALSE,3,26,Accountant,75,83,66,70,57,77,96
1288,Marcus,Howard,male,FALSE,5,32,Software Engineer,88,65,75,73,66,98,81
1289,Lucas,Jenkins,male,FALSE,0,35,Banker,93,89,88,86,85,89,95
1290,Aaron,Ortiz,male,FALSE,3,2,Game Developer,86,93,91,64,69,71,64
1291,Todd,Stephens,male,FALSE,1,13,Government Officer,62,91,92,61,85,98,72
1292,Denise,Blackburn,female,TRUE,2,20,Stock Investor,82,74,80,60,96,76,99
1293,Susan,Perez,female,FALSE,5,5,Artist,83,94,77,97,78,60,85
1294,Tyler,Green,male,FALSE,1,5,Real Estate Developer,98,75,62,64,68,80,79
1295,Rebecca,Daniel,female,FALSE,2,34,Banker,84,74,90,99,90,92,72
1296,Alexandria,Harris,female,FALSE,6,34,Writer,91,75,82,68,88,98,88
1297,Danny,Taylor,male,FALSE,2,21,Construction Engineer,83,81,96,62,66,90,91
1298,Amanda,Evans,female,FALSE,4,27,Accountant,83,63,84,82,78,60,71
1299,Scott,Owens,male,FALSE,0,31,Software Engineer,90,72,62,84,74,75,100
1300,Jesus,Jones,male,FALSE,4,31,Lawyer,81,92,97,73,90,90,60
1301,April,Spence,female,TRUE,3,12,Teacher,89,67,87,61,91,80,76
1302,Christopher,Lopez,male,FALSE,2,13,Construction Engineer,97,65,96,92,91,66,74
1303,Mario,Hopkins,male,FALSE,3,28,Accountant,97,88,88,79,100,74,83
1304,Cody,Burke,male,FALSE,5,27,Software Engineer,100,89,98,81,78,91,87
1305,Candace,White,female,TRUE,3,4,Game Developer,98,63,82,61,79,70,86
1306,Robert,Brown,male,FALSE,2,33,Software Engineer,97,98,83,87,60,78,70
1307,Erica,Woodward,female,FALSE,4,18,Accountant,78,80,73,91,34,73,60
1308,Elizabeth,Smith,female,FALSE,0,29,Lawyer,100,92,67,89,90,83,89
1309,Jennifer,Martin,female,FALSE,1,13,Writer,92,77,89,97,61,93,82
1310,David,Smith,male,FALSE,4,5,Game Developer,81,95,84,85,82,62,63
1311,Lori,Johnson,female,FALSE,6,15,Software Engineer,98,67,74,94,94,96,85
1312,Martin,Garcia,male,FALSE,2,2,Data Science,62,74,98,97,72,72,95
1313,Stacy,Collins,female,FALSE,3,27,Accountant,95,88,85,86,76,78,81
1314,Timothy,Bailey,male,FALSE,1,22,Banker,87,90,80,88,71,95,81
1315,Susan,Gonzalez,female,FALSE,5,24,Accountant,85,85,67,91,75,93,81
